TransactionID,Date,ProductName,Category,Region,SalesChannel,Quantity,UnitPrice,TotalAmount,PaymentMode,CustomerID
T002390,2025-10-03,Camera,Electronics,East,Online,1,77970,77970,Cash,C01442
T002391,2025-09-13,Power Bank,Accessories,North,Online,2,3256,6512,Credit Card,C01499
T002392,2025-09-23,Webcam,Accessories,South,Online,2,1706,3412,Credit Card,C01133
T002393,2025-01-25,Speaker,Accessories,West,Offline,5,13008,65040,UPI,C00528
T002394,2025-10-08,Headphones,Accessories,West,Online,5,2356,11780,UPI,C01678
T002395,2025-09-10,Mouse,Accessories,North,Offline,3,1072,3216,UPI,C00870
T002396,2025-11-06,Printer,Electronics,West,Online,2,17788,35576,UPI,C02032
T002397,2025-10-16,Gaming Chair,Furniture,West,Offline,1,15156,15156,UPI,C00586
T002398,2025-06-13,Monitor,Electronics,North,Online,4,22265,89060,UPI,C01589
T002399,2025-04-05,Monitor,Electronics,West,Offline,1,16151,16151,Credit Card,C01142
T002400,2025-09-27,Printer,Electronics,North,Offline,5,16987,84935,Cash,C00575
T002401,2025-11-17,Gaming Chair,Furniture,East,Offline,1,20560,20560,Credit Card,C00141
T002402,2025-04-20,Smartwatch,Accessories,South,Online,2,4673,9346,Cash,C02273
T002403,2025-12-02,Gaming Chair,Furniture,West,Online,3,22999,68997,Credit Card,C01207
T002404,2025-11-06,Smartwatch,Accessories,North,Online,4,19433,77732,UPI,C02209
T002405,2025-08-26,Tablet,Electronics,West,Online,3,16823,50469,Credit Card,C01086
T002406,2025-01-25,Smartwatch,Accessories,South,Online,4,8876,35504,Credit Card,C00397
T002407,2025-05-21,Monitor,Electronics,West,Offline,4,28388,113552,UPI,C01865
T002408,2025-04-27,Power Bank,Accessories,East,Online,2,890,1780,Credit Card,C01421
T002409,2025-01-25,Smartwatch,Accessories,North,Online,2,10667,21334,UPI,C02064
T002410,2025-03-20,Headphones,Accessories,South,Online,5,9056,45280,Net Banking,C02277
T002411,2025-03-09,Monitor,Electronics,East,Online,5,10046,50230,UPI,C00438
T002412,2025-06-22,Mouse,Accessories,West,Offline,4,1125,4500,UPI,C02462
T002413,2025-01-12,Webcam,Accessories,West,Offline,5,6807,34035,UPI,C01856
T002414,2025-10-15,Gaming Chair,Furniture,West,Online,2,15736,31472,Credit Card,C00652
T002415,2025-05-08,Gaming Chair,Furniture,South,Online,5,11690,58450,UPI,C02178
T002416,2025-04-06,Keyboard,Accessories,North,Offline,4,4725,18900,Cash,C00655
T002417,2025-04-02,Smartwatch,Accessories,South,Online,3,4745,14235,Credit Card,C00849
T002418,2025-05-21,Gaming Chair,Furniture,East,Offline,1,10639,10639,Credit Card,C01187
T002419,2025-01-31,Smartwatch,Accessories,North,Offline,5,2076,10380,UPI,C00478
T002420,2025-11-30,Router,Networking,South,Online,2,7973,15946,UPI,C01659
T002421,2025-01-20,Camera,Electronics,West,Online,3,30622,91866,Net Banking,C01062
T002422,2025-05-26,Smartphone,Electronics,East,Online,2,67656,135312,Cash,C00976
T002423,2025-11-12,Router,Networking,West,Offline,5,3924,19620,Cash,C01788
T002424,2025-06-09,Webcam,Accessories,South,Online,4,7984,31936,UPI,C00519
T002425,2025-12-15,Headphones,Accessories,East,Online,1,6296,6296,UPI,C01192
T002426,2025-02-12,Monitor,Electronics,North,Offline,1,30951,30951,Credit Card,C00065
T002427,2025-09-11,Monitor,Electronics,North,Offline,3,30470,91410,Credit Card,C02500
T002428,2025-05-10,Speaker,Accessories,South,Online,1,3721,3721,Cash,C00853
T002429,2025-03-01,Laptop,Electronics,South,Online,4,50405,201620,Cash,C00170
T002430,2025-05-31,Smartphone,Electronics,North,Offline,2,66281,132562,UPI,C00738
T002431,2025-10-14,Smartwatch,Accessories,North,Online,4,14308,57232,Cash,C02279
T002432,2025-01-05,Printer,Electronics,South,Online,3,29218,87654,Credit Card,C00962
T002433,2025-09-23,Camera,Electronics,North,Offline,3,35345,106035,Credit Card,C00006
T002434,2025-12-11,Speaker,Accessories,East,Online,1,1897,1897,Net Banking,C00264
T002435,2025-05-10,Power Bank,Accessories,South,Online,4,2600,10400,Credit Card,C00931
T002436,2025-09-24,Router,Networking,East,Online,2,4973,9946,Credit Card,C00053
T002437,2025-06-27,Speaker,Accessories,West,Online,4,11500,46000,UPI,C02067
T002438,2025-09-10,Mouse,Accessories,East,Offline,2,1293,2586,UPI,C02313
T002439,2025-02-25,Camera,Electronics,South,Offline,2,40310,80620,UPI,C02208
T002440,2025-03-24,Smartwatch,Accessories,West,Offline,4,10629,42516,Cash,C02433
T002441,2025-04-09,Laptop,Electronics,North,Offline,5,88159,440795,Net Banking,C00875
T002442,2025-05-29,Webcam,Accessories,East,Offline,4,6899,27596,Credit Card,C02178
T002443,2025-11-25,Webcam,Accessories,East,Online,2,1722,3444,Cash,C01280
T002444,2025-06-05,Keyboard,Accessories,South,Online,3,2310,6930,UPI,C00250
T002445,2025-07-09,Power Bank,Accessories,North,Offline,3,2760,8280,Credit Card,C00618
T002446,2025-09-20,Monitor,Electronics,South,Online,1,24230,24230,Cash,C02404
T002447,2025-03-21,Mouse,Accessories,North,Online,3,908,2724,UPI,C02360
T002448,2025-09-09,Smartphone,Electronics,South,Online,5,51768,258840,Cash,C01507
T002449,2025-04-07,Power Bank,Accessories,North,Online,2,3464,6928,Net Banking,C02080
T002450,2025-09-17,Smartwatch,Accessories,West,Online,4,19449,77796,UPI,C00093
T002451,2025-09-17,Gaming Chair,Furniture,South,Offline,4,21487,85948,UPI,C00891
T002452,2025-04-13,Speaker,Accessories,West,Online,5,6864,34320,UPI,C01960
T002453,2025-02-09,Headphones,Accessories,South,Offline,3,10468,31404,UPI,C00034
T002454,2025-09-30,Printer,Electronics,South,Online,2,11393,22786,UPI,C00852
T002455,2025-04-11,Camera,Electronics,South,Online,3,43885,131655,UPI,C01368
T002456,2025-12-25,Laptop,Electronics,East,Online,1,50603,50603,UPI,C00609
T002457,2025-11-04,Power Bank,Accessories,South,Online,3,988,2964,UPI,C00508
T002458,2025-08-09,Keyboard,Accessories,North,Offline,1,1375,1375,Credit Card,C02361
T002459,2025-11-04,Tablet,Electronics,East,Online,4,24546,98184,UPI,C00944
T002460,2025-05-04,Speaker,Accessories,North,Online,2,11688,23376,Cash,C01228
T002461,2025-08-19,Printer,Electronics,North,Online,1,21456,21456,Cash,C00032
T002462,2025-06-27,Smartwatch,Accessories,North,Online,3,16674,50022,Credit Card,C00637
T002463,2025-03-04,Router,Networking,North,Online,3,1546,4638,UPI,C00620
T002464,2025-04-26,Keyboard,Accessories,North,Online,4,1519,6076,Net Banking,C00723
T002465,2025-07-10,Speaker,Accessories,West,Online,5,5307,26535,UPI,C01000
T002466,2025-03-03,Printer,Electronics,East,Offline,5,25406,127030,UPI,C00002
T002467,2025-09-13,Printer,Electronics,North,Offline,3,7080,21240,UPI,C01011
T002468,2025-01-07,Monitor,Electronics,West,Online,5,11146,55730,Cash,C01486
T002469,2025-06-04,Printer,Electronics,West,Online,2,23661,47322,Credit Card,C01207
T002470,2025-04-02,Headphones,Accessories,North,Offline,5,7741,38705,Cash,C01313
T002471,2025-01-14,Keyboard,Accessories,South,Offline,2,2917,5834,Cash,C02144
T002472,2025-08-17,Smartwatch,Accessories,North,Online,3,4886,14658,Net Banking,C01786
T002473,2025-03-27,Smartwatch,Accessories,West,Online,3,15344,46032,Cash,C00211
T002474,2025-05-13,Headphones,Accessories,North,Online,3,6634,19902,UPI,C01988
T002475,2025-07-02,Smartphone,Electronics,West,Online,4,56755,227020,Net Banking,C01482
T002476,2025-03-03,Power Bank,Accessories,North,Online,5,4128,20640,Cash,C00783
T002477,2025-08-07,Keyboard,Accessories,West,Online,1,3706,3706,Credit Card,C00112
T002478,2025-09-03,Printer,Electronics,North,Offline,1,12958,12958,Cash,C01389
T002479,2025-08-18,Power Bank,Accessories,South,Online,3,3189,9567,Cash,C02024
T002480,2025-03-20,Laptop,Electronics,South,Online,5,86911,434555,UPI,C01147
T002481,2025-05-29,Gaming Chair,Furniture,West,Offline,2,22699,45398,Credit Card,C00303
T002482,2025-05-18,Mouse,Accessories,South,Offline,1,1821,1821,UPI,C00697
T002483,2025-11-10,Keyboard,Accessories,South,Online,3,1918,5754,Net Banking,C00861
T002484,2025-03-06,Tablet,Electronics,East,Online,1,19952,19952,Cash,C00255
T002485,2025-01-13,Laptop,Electronics,North,Online,1,91684,91684,Credit Card,C01253
T002486,2025-08-01,Router,Networking,North,Offline,1,2844,2844,UPI,C01365
T002487,2025-08-30,Headphones,Accessories,South,Online,3,1137,3411,Cash,C01589
T002488,2025-08-01,Webcam,Accessories,South,Online,3,5950,17850,Cash,C00342
T002489,2025-06-30,Gaming Chair,Furniture,West,Online,4,22156,88624,UPI,C00258
T002490,2025-12-04,Printer,Electronics,North,Offline,4,19381,77524,Cash,C00982
T002491,2025-06-22,Webcam,Accessories,East,Online,4,6406,25624,Net Banking,C02277
T002492,2025-06-09,Smartphone,Electronics,East,Online,1,28893,28893,Cash,C01364
T002493,2025-06-13,Tablet,Electronics,South,Online,5,38130,190650,Cash,C00432
T002494,2025-07-07,Smartphone,Electronics,West,Offline,3,45415,136245,Net Banking,C00118
T002495,2025-07-10,Gaming Chair,Furniture,West,Offline,4,24360,97440,Credit Card,C01981
T002496,2025-11-04,Smartphone,Electronics,North,Offline,5,34143,170715,Credit Card,C02074
T002497,2025-09-13,Camera,Electronics,South,Offline,4,20388,81552,Net Banking,C00340
T002498,2025-07-02,Speaker,Accessories,South,Online,4,13616,54464,Credit Card,C02219
T002499,2025-04-27,Speaker,Accessories,West,Online,5,4922,24610,Credit Card,C01277
T002500,2025-10-09,Monitor,Electronics,East,Online,4,15012,60048,Cash,C00532
T002501,2025-07-15,Tablet,Electronics,East,Online,1,14852,14852,Credit Card,C00349
T002502,2025-02-03,Mouse,Accessories,North,Online,1,995,995,UPI,C02425
T002503,2025-02-21,Monitor,Electronics,South,Online,1,16627,16627,Cash,C01597
T002504,2025-04-22,Tablet,Electronics,South,Online,2,39048,78096,UPI,C00151
T002505,2025-09-09,Smartphone,Electronics,East,Online,4,49750,199000,Credit Card,C01772
T002506,2025-03-23,Router,Networking,South,Offline,2,3938,7876,Net Banking,C00829
T002507,2025-08-20,Router,Networking,South,Online,3,4368,13104,Credit Card,C02278
T002508,2025-08-15,Monitor,Electronics,West,Online,5,20401,102005,UPI,C02384
T002509,2025-08-21,Tablet,Electronics,North,Online,3,18209,54627,Net Banking,C00275
T002510,2025-08-09,Mouse,Accessories,North,Offline,2,634,1268,Cash,C00715
T002511,2025-02-11,Power Bank,Accessories,North,Offline,1,4766,4766,Credit Card,C01228
T002512,2025-01-21,Laptop,Electronics,West,Online,4,68076,272304,Credit Card,C01252
T002513,2025-02-11,Gaming Chair,Furniture,North,Online,4,27154,108616,Net Banking,C00257
T002514,2025-04-23,Webcam,Accessories,North,Offline,1,5876,5876,UPI,C00681
T002515,2025-04-15,Power Bank,Accessories,East,Online,4,4067,16268,Net Banking,C01032
T002516,2025-07-11,Keyboard,Accessories,East,Offline,5,1838,9190,UPI,C02384
T002517,2025-01-17,Power Bank,Accessories,North,Online,5,2495,12475,Cash,C01643
T002518,2025-04-30,Power Bank,Accessories,West,Online,5,2386,11930,Credit Card,C00980
T002519,2025-05-09,Router,Networking,West,Offline,3,6013,18039,Net Banking,C01724
T002520,2025-05-10,Printer,Electronics,West,Online,1,27064,27064,Cash,C01800
T002521,2025-03-01,Power Bank,Accessories,South,Online,5,3469,17345,Cash,C02378
T002522,2025-02-17,Tablet,Electronics,South,Online,2,17965,35930,UPI,C00243
T002523,2025-01-29,Gaming Chair,Furniture,West,Offline,5,26652,133260,Credit Card,C02213
T002524,2025-04-07,Mouse,Accessories,East,Online,3,2456,7368,Cash,C00959
T002525,2025-01-10,Router,Networking,South,Online,2,7528,15056,UPI,C00480
T002526,2025-08-30,Keyboard,Accessories,West,Online,1,3122,3122,Credit Card,C02331
T002527,2025-11-10,Monitor,Electronics,South,Offline,1,20821,20821,Credit Card,C01119
T002528,2025-08-20,Tablet,Electronics,South,Online,5,29870,149350,Cash,C00935
T002529,2025-10-04,Tablet,Electronics,South,Online,2,23410,46820,UPI,C00774
T002530,2025-10-11,Headphones,Accessories,South,Online,2,6801,13602,Credit Card,C00209
T002531,2025-07-22,Tablet,Electronics,West,Offline,5,29133,145665,Credit Card,C01546
T002532,2025-09-04,Printer,Electronics,South,Offline,5,29359,146795,Net Banking,C00481
T002533,2025-10-17,Speaker,Accessories,North,Online,4,13733,54932,Credit Card,C01549
T002534,2025-09-21,Headphones,Accessories,West,Offline,4,2405,9620,Credit Card,C01004
T002535,2025-08-02,Keyboard,Accessories,West,Online,5,2586,12930,Cash,C00364
T002536,2025-07-19,Monitor,Electronics,West,Online,3,19179,57537,Credit Card,C02471
T002537,2025-03-20,Speaker,Accessories,South,Offline,4,5075,20300,UPI,C01959
T002538,2025-12-09,Router,Networking,West,Online,5,6042,30210,Net Banking,C01638
T002539,2025-12-10,Monitor,Electronics,East,Offline,2,10727,21454,Cash,C02261
T002540,2025-06-22,Webcam,Accessories,North,Offline,4,7987,31948,UPI,C01193
T002541,2025-03-10,Smartwatch,Accessories,East,Online,3,16760,50280,Net Banking,C01232
T002542,2025-03-28,Smartwatch,Accessories,North,Online,1,8291,8291,Credit Card,C02018
T002543,2025-04-11,Keyboard,Accessories,North,Offline,2,3596,7192,Cash,C01883
T002544,2025-01-08,Camera,Electronics,South,Online,3,49403,148209,UPI,C01451
T002545,2025-11-29,Mouse,Accessories,North,Online,3,2901,8703,Cash,C01598
T002546,2025-07-19,Router,Networking,North,Online,3,2437,7311,UPI,C00521
T002547,2025-03-28,Router,Networking,East,Online,2,3580,7160,UPI,C00940
T002548,2025-02-12,Camera,Electronics,North,Offline,3,21755,65265,Cash,C01698
T002549,2025-04-19,Gaming Chair,Furniture,West,Online,1,11390,11390,Credit Card,C00019
T002550,2025-06-01,Mouse,Accessories,West,Offline,4,2120,8480,Credit Card,C01510
T002551,2025-01-17,Router,Networking,North,Offline,2,2716,5432,Cash,C01882
T002552,2025-05-13,Headphones,Accessories,West,Online,3,2203,6609,Credit Card,C00530
T002553,2025-05-28,Keyboard,Accessories,South,Online,5,2590,12950,UPI,C02285
T002554,2025-10-04,Mouse,Accessories,West,Offline,4,1941,7764,Cash,C02152
T002555,2025-08-20,Smartwatch,Accessories,South,Offline,2,9688,19376,UPI,C00937
T002556,2025-11-10,Smartwatch,Accessories,North,Online,5,8500,42500,Cash,C00237
T002557,2025-08-16,Smartphone,Electronics,South,Online,5,54484,272420,UPI,C01662
T002558,2025-05-19,Mouse,Accessories,South,Online,3,2911,8733,Net Banking,C01972
T002559,2025-07-30,Power Bank,Accessories,North,Online,2,3777,7554,UPI,C01195
T002560,2025-01-28,Keyboard,Accessories,North,Online,3,4446,13338,Cash,C00597
T002561,2025-02-20,Speaker,Accessories,South,Offline,1,9790,9790,Credit Card,C02086
T002562,2025-09-18,Laptop,Electronics,East,Online,5,68579,342895,Cash,C00943
T002563,2025-09-18,Headphones,Accessories,North,Offline,1,5665,5665,Cash,C00391
T002564,2025-12-16,Tablet,Electronics,North,Offline,3,23014,69042,Net Banking,C01844
T002565,2025-12-18,Power Bank,Accessories,East,Online,4,1801,7204,UPI,C00617
T002566,2025-01-08,Webcam,Accessories,West,Online,5,8849,44245,UPI,C02465
T002567,2025-11-16,Tablet,Electronics,East,Offline,4,46397,185588,UPI,C00985
T002568,2025-05-18,Mouse,Accessories,West,Offline,2,2451,4902,UPI,C01048
T002569,2025-02-07,Speaker,Accessories,East,Offline,5,2563,12815,UPI,C01311
T002570,2025-04-21,Power Bank,Accessories,South,Online,1,1438,1438,Credit Card,C01279
T002571,2025-08-08,Camera,Electronics,North,Online,4,29334,117336,Credit Card,C01559
T002572,2025-12-03,Headphones,Accessories,East,Offline,2,11312,22624,UPI,C02375
T002573,2025-08-11,Webcam,Accessories,North,Online,5,4775,23875,UPI,C00630
T002574,2025-05-16,Power Bank,Accessories,West,Offline,2,1776,3552,Cash,C00399
T002575,2025-09-13,Monitor,Electronics,South,Online,1,20383,20383,Cash,C00156
T002576,2025-12-26,Speaker,Accessories,North,Offline,5,13042,65210,Cash,C01883
T002577,2025-11-25,Printer,Electronics,East,Online,2,17406,34812,Cash,C01151
T002578,2025-02-18,Tablet,Electronics,East,Offline,3,21739,65217,Credit Card,C00277
T002579,2025-10-19,Smartwatch,Accessories,South,Online,5,6069,30345,UPI,C00637
T002580,2025-11-20,Headphones,Accessories,West,Offline,5,7402,37010,Cash,C00874
T002581,2025-03-19,Gaming Chair,Furniture,South,Online,5,20333,101665,Cash,C00910
T002582,2025-04-15,Power Bank,Accessories,South,Online,5,1145,5725,Credit Card,C00021
T002583,2025-06-18,Camera,Electronics,North,Online,3,57710,173130,UPI,C01550
T002584,2025-08-05,Webcam,Accessories,West,Offline,1,4442,4442,Credit Card,C01265
T002585,2025-04-29,Keyboard,Accessories,South,Offline,3,1776,5328,Cash,C02155
T002586,2025-07-09,Speaker,Accessories,North,Online,3,10863,32589,Cash,C00716
T002587,2025-09-12,Camera,Electronics,North,Online,2,23770,47540,Cash,C00540
T002588,2025-09-23,Headphones,Accessories,West,Online,4,6652,26608,Credit Card,C01245
T002589,2025-05-29,Monitor,Electronics,West,Online,4,19353,77412,Net Banking,C01638
T002590,2025-06-13,Tablet,Electronics,North,Online,2,18424,36848,Cash,C02115
T002591,2025-05-20,Speaker,Accessories,West,Offline,3,13490,40470,UPI,C01825
T002592,2025-12-13,Smartwatch,Accessories,North,Online,2,10048,20096,UPI,C00242
T002593,2025-09-15,Router,Networking,West,Offline,5,5646,28230,UPI,C00396
T002594,2025-09-26,Laptop,Electronics,West,Offline,2,94867,189734,UPI,C01227
T002595,2025-06-30,Router,Networking,West,Offline,2,5199,10398,UPI,C00220
T002596,2025-06-09,Webcam,Accessories,East,Offline,5,1950,9750,UPI,C00419
T002597,2025-12-17,Keyboard,Accessories,West,Online,4,2062,8248,Cash,C01238
T002598,2025-10-15,Speaker,Accessories,East,Offline,5,1850,9250,UPI,C02407
T002599,2025-10-15,Smartwatch,Accessories,North,Online,1,11500,11500,Credit Card,C00501
T002600,2025-08-14,Monitor,Electronics,South,Online,2,12004,24008,Credit Card,C01043
T002601,2025-01-11,Printer,Electronics,South,Offline,2,17117,34234,Cash,C00787
T002602,2025-01-10,Monitor,Electronics,South,Offline,4,29062,116248,Net Banking,C00676
T002603,2025-09-28,Monitor,Electronics,North,Online,3,24628,73884,UPI,C02262
T002604,2025-09-30,Power Bank,Accessories,West,Online,5,3073,15365,UPI,C00222
T002605,2025-07-02,Gaming Chair,Furniture,East,Online,3,23162,69486,Credit Card,C01924
T002606,2025-06-02,Router,Networking,North,Online,1,1940,1940,Cash,C02317
T002607,2025-11-11,Tablet,Electronics,South,Offline,5,19659,98295,Cash,C01108
T002608,2025-11-30,Headphones,Accessories,South,Online,1,6915,6915,UPI,C00743
T002609,2025-05-04,Webcam,Accessories,South,Online,1,1911,1911,Credit Card,C01926
T002610,2025-04-24,Speaker,Accessories,South,Online,1,2313,2313,Cash,C02092
T002611,2025-10-05,Headphones,Accessories,East,Offline,5,5678,28390,Net Banking,C01612
T002612,2025-08-01,Webcam,Accessories,South,Offline,5,3230,16150,Net Banking,C00976
T002613,2025-06-21,Webcam,Accessories,East,Offline,4,8143,32572,Net Banking,C00161
T002614,2025-10-15,Gaming Chair,Furniture,South,Online,2,21269,42538,Cash,C00748
T002615,2025-06-23,Speaker,Accessories,North,Offline,3,3474,10422,Net Banking,C01401
T002616,2025-04-23,Smartwatch,Accessories,East,Online,3,2549,7647,UPI,C00308
T002617,2025-05-02,Router,Networking,East,Offline,1,7760,7760,Net Banking,C01895
T002618,2025-02-01,Printer,Electronics,North,Online,5,24321,121605,Net Banking,C00117
T002619,2025-08-10,Power Bank,Accessories,South,Online,5,1003,5015,Net Banking,C01626
T002620,2025-04-29,Printer,Electronics,South,Online,1,21718,21718,Credit Card,C02387
T002621,2025-02-08,Camera,Electronics,West,Online,2,76235,152470,Credit Card,C01805
T002622,2025-09-25,Router,Networking,West,Online,3,4036,12108,UPI,C00888
T002623,2025-08-21,Power Bank,Accessories,East,Offline,4,906,3624,UPI,C01674
T002624,2025-01-18,Gaming Chair,Furniture,West,Online,2,28195,56390,Cash,C01954
T002625,2025-05-29,Laptop,Electronics,North,Online,5,85469,427345,UPI,C01631
T002626,2025-05-29,Gaming Chair,Furniture,North,Online,1,20089,20089,Credit Card,C00954
T002627,2025-05-06,Gaming Chair,Furniture,North,Online,3,18411,55233,Credit Card,C01731
T002628,2025-10-29,Monitor,Electronics,East,Offline,1,15825,15825,Cash,C00940
T002629,2025-12-26,Gaming Chair,Furniture,North,Offline,5,13974,69870,Credit Card,C01029
T002630,2025-08-26,Laptop,Electronics,East,Offline,1,54090,54090,UPI,C02119
T002631,2025-05-15,Smartphone,Electronics,East,Online,3,38340,115020,Net Banking,C02152
T002632,2025-05-31,Mouse,Accessories,North,Offline,1,2975,2975,UPI,C00056
T002633,2025-08-24,Webcam,Accessories,North,Online,3,4046,12138,UPI,C01019
T002634,2025-08-12,Monitor,Electronics,East,Offline,1,11736,11736,Credit Card,C01331
T002635,2025-07-22,Laptop,Electronics,North,Online,1,97368,97368,Cash,C00496
T002636,2025-09-13,Webcam,Accessories,West,Offline,3,3172,9516,UPI,C01165
T002637,2025-03-27,Tablet,Electronics,East,Online,1,10401,10401,UPI,C00034
T002638,2025-05-30,Mouse,Accessories,South,Online,2,1001,2002,Credit Card,C01380
T002639,2025-08-23,Router,Networking,East,Online,4,4499,17996,UPI,C01442
T002640,2025-12-11,Printer,Electronics,North,Offline,2,10313,20626,Net Banking,C00053
T002641,2025-01-22,Monitor,Electronics,North,Online,4,22665,90660,Credit Card,C00330
T002642,2025-12-14,Monitor,Electronics,East,Online,2,19644,39288,Credit Card,C00805
T002643,2025-10-12,Webcam,Accessories,East,Offline,4,7852,31408,Cash,C01670
T002644,2025-09-26,Printer,Electronics,South,Offline,1,17826,17826,Credit Card,C00149
T002645,2025-09-15,Camera,Electronics,South,Offline,3,77631,232893,Net Banking,C01325
T002646,2025-01-29,Tablet,Electronics,East,Online,3,49047,147141,Net Banking,C00133
T002647,2025-08-01,Monitor,Electronics,North,Online,5,26589,132945,UPI,C02307
T002648,2025-10-10,Laptop,Electronics,East,Online,4,81513,326052,UPI,C01300
T002649,2025-02-19,Monitor,Electronics,West,Offline,5,10967,54835,UPI,C02195
T002650,2025-04-05,Router,Networking,West,Offline,5,5750,28750,Cash,C00842
T002651,2025-03-29,Mouse,Accessories,North,Offline,4,619,2476,UPI,C00825
T002652,2025-02-13,Router,Networking,East,Offline,3,2982,8946,UPI,C01690
T002653,2025-10-05,Webcam,Accessories,East,Offline,4,4738,18952,UPI,C01862
T002654,2025-06-20,Monitor,Electronics,West,Offline,1,16513,16513,Credit Card,C00496
T002655,2025-07-08,Laptop,Electronics,East,Online,5,52738,263690,Cash,C00602
T002656,2025-12-19,Keyboard,Accessories,North,Offline,5,2536,12680,Cash,C00944
T002657,2025-07-03,Mouse,Accessories,North,Offline,4,2959,11836,UPI,C01440
T002658,2025-01-03,Gaming Chair,Furniture,South,Online,5,9568,47840,Cash,C00131
T002659,2025-07-10,Speaker,Accessories,North,Online,3,12014,36042,Cash,C00723
T002660,2025-04-28,Smartwatch,Accessories,East,Online,5,16047,80235,UPI,C01252
T002661,2025-01-19,Gaming Chair,Furniture,East,Offline,4,12720,50880,Cash,C00765
T002662,2025-01-23,Smartwatch,Accessories,West,Offline,3,9957,29871,Credit Card,C01118
T002663,2025-01-30,Mouse,Accessories,West,Online,3,752,2256,Net Banking,C00572
T002664,2025-10-22,Webcam,Accessories,North,Offline,5,8025,40125,Credit Card,C00098
T002665,2025-04-18,Speaker,Accessories,South,Online,4,9435,37740,Credit Card,C01617
T002666,2025-10-08,Webcam,Accessories,East,Offline,5,9721,48605,Credit Card,C00554
T002667,2025-05-08,Tablet,Electronics,South,Offline,1,33898,33898,Credit Card,C01687
T002668,2025-08-17,Keyboard,Accessories,East,Offline,1,3240,3240,Cash,C00425
T002669,2025-04-21,Mouse,Accessories,North,Online,3,894,2682,UPI,C01617
T002670,2025-05-16,Laptop,Electronics,North,Offline,5,79059,395295,Cash,C01769
T002671,2025-12-28,Power Bank,Accessories,West,Online,1,1672,1672,Credit Card,C02222
T002672,2025-07-05,Smartphone,Electronics,South,Online,2,32218,64436,Credit Card,C00785
T002673,2025-05-24,Power Bank,Accessories,West,Online,1,4124,4124,Cash,C01649
T002674,2025-03-13,Headphones,Accessories,North,Offline,5,1629,8145,UPI,C00763
T002675,2025-05-09,Router,Networking,South,Offline,5,4486,22430,Cash,C01551
T002676,2025-12-30,Monitor,Electronics,East,Offline,1,32605,32605,Credit Card,C01910
T002677,2025-09-18,Speaker,Accessories,West,Offline,5,9579,47895,Credit Card,C00953
T002678,2025-01-03,Router,Networking,North,Online,5,5282,26410,Credit Card,C01193
T002679,2025-04-14,Gaming Chair,Furniture,East,Online,2,14485,28970,Credit Card,C00585
T002680,2025-08-12,Camera,Electronics,North,Online,3,31772,95316,UPI,C00782
T002681,2025-11-16,Keyboard,Accessories,East,Online,5,2660,13300,Cash,C00776
T002682,2025-12-28,Laptop,Electronics,West,Offline,4,62531,250124,Credit Card,C02027
T002683,2025-12-20,Camera,Electronics,East,Offline,3,77564,232692,Cash,C00430
T002684,2025-01-10,Smartwatch,Accessories,South,Online,3,7867,23601,Cash,C02180
T002685,2025-10-29,Mouse,Accessories,East,Offline,4,1743,6972,Cash,C00953
T002686,2025-08-19,Webcam,Accessories,North,Online,1,8016,8016,Credit Card,C01198
T002687,2025-08-07,Router,Networking,East,Online,2,6126,12252,UPI,C02435
T002688,2025-03-07,Keyboard,Accessories,West,Online,5,2962,14810,UPI,C01165
T002689,2025-04-22,Router,Networking,North,Offline,1,3914,3914,Cash,C00614
T002690,2025-01-13,Router,Networking,North,Offline,4,3661,14644,Cash,C00372
T002691,2025-03-27,Power Bank,Accessories,North,Online,2,4920,9840,Credit Card,C00287
T002692,2025-08-22,Printer,Electronics,North,Online,2,11240,22480,UPI,C01233
T002693,2025-03-31,Monitor,Electronics,South,Online,2,22053,44106,UPI,C01598
T002694,2025-11-10,Webcam,Accessories,North,Online,4,6622,26488,Credit Card,C00942
T002695,2025-02-23,Headphones,Accessories,North,Offline,1,5993,5993,Cash,C02200
T002696,2025-01-12,Router,Networking,North,Online,5,2272,11360,Net Banking,C00577
T002697,2025-07-28,Speaker,Accessories,West,Offline,2,3992,7984,Cash,C02269
T002698,2025-01-14,Power Bank,Accessories,West,Online,2,819,1638,Cash,C00858
T002699,2025-05-01,Smartwatch,Accessories,North,Online,1,15515,15515,UPI,C01324
T002700,2025-01-20,Mouse,Accessories,South,Online,2,1205,2410,Credit Card,C01379
T002701,2025-03-16,Monitor,Electronics,East,Online,2,24335,48670,Cash,C01587
T002702,2025-08-31,Smartwatch,Accessories,South,Offline,4,4175,16700,UPI,C00856
T002703,2025-08-11,Printer,Electronics,North,Online,3,8405,25215,Net Banking,C01825
T002704,2025-03-11,Gaming Chair,Furniture,North,Online,1,27747,27747,UPI,C01216
T002705,2025-11-08,Camera,Electronics,South,Offline,1,27341,27341,Cash,C01703
T002706,2025-07-30,Power Bank,Accessories,North,Offline,1,4226,4226,UPI,C01268
T002707,2025-04-11,Headphones,Accessories,East,Offline,4,10072,40288,Net Banking,C00767
T002708,2025-07-05,Headphones,Accessories,West,Online,4,10525,42100,Cash,C02106
T002709,2025-05-12,Router,Networking,East,Online,5,3184,15920,Credit Card,C01050
T002710,2025-04-21,Monitor,Electronics,East,Offline,4,19156,76624,Net Banking,C00486
